Age at admission,Gender,Country,Scholarship,SAT,Performance,Governorates,School
18,1,0,1,1030.0,1.0,4,-1
18,0,0,1,1160.0,1.0,2,-1
18,1,0,1,1120.0,1.0,2,-1
18,0,0,1,1210.0,1.0,4,-1
18,1,0,1,960.0,1.0,4,-1
18,0,0,1,1040.0,1.0,2,5
18,0,0,1,1170.0,1.0,2,5
19,0,0,0,1150.0,0.0,2,5
18,0,0,1,1220.0,1.0,2,-1
18,0,0,1,1040.0,1.0,4,-1
18,0,0,1,1290.0,0.0,2,-1
18,1,0,1,1050.0,0.0,4,-1
18,0,0,1,1120.0,1.0,2,3
18,1,0,1,1170.0,1.0,4,-1
18,0,0,1,1070.0,1.0,2,-1
18,0,0,1,1090.0,0.0,7,-1
18,1,0,1,1140.0,1.0,2,-1
18,0,0,1,1090.0,1.0,7,-1
18,1,0,1,1180.0,1.0,2,-1
18,0,0,1,1110.0,1.0,4,-1
18,1,0,1,1070.0,1.0,2,-1
18,0,0,1,1150.0,0.0,2,5
18,1,0,1,1220.0,1.0,2,5
18,1,0,1,1160.0,1.0,2,-1
18,0,0,1,1080.0,1.0,2,-1
18,1,0,1,1120.0,1.0,2,-1
18,0,0,1,1240.0,1.0,2,-1
18,0,0,1,1170.0,1.0,6,-1
18,1,0,1,1070.0,1.0,4,3
18,0,0,1,1240.0,1.0,4,-1
18,1,0,1,1000.0,0.0,2,5
18,1,0,1,1330.0,1.0,2,-1
18,1,0,1,1220.0,1.0,2,-1
18,0,0,1,1250.0,1.0,2,-1
18,0,0,1,1160.0,1.0,2,3
18,1,0,1,1270.0,1.0,4,-1
17,1,0,1,1180.0,1.0,4,-1
18,1,0,1,1190.0,1.0,2,-1
18,1,0,1,1030.0,0.0,2,5
19,1,0,1,1210.0,1.0,4,3
18,0,0,1,1120.0,1.0,2,5
19,0,0,1,1220.0,1.0,2,-1
18,0,0,1,960.0,0.0,7,-1
18,1,0,1,1210.0,1.0,4,-1
18,0,1,1,1110.0,0.0,-1,-1
18,0,1,1,1110.0,1.0,2,-1
18,0,0,1,1170.0,1.0,2,-1
18,1,0,1,1220.0,1.0,2,-1
18,1,0,1,1150.0,1.0,4,-1
18,0,0,1,1140.0,1.0,2,5
18,1,0,1,1110.0,1.0,2,-1
18,0,1,1,1220.0,1.0,-1,-1
18,1,0,1,1260.0,1.0,4,-1
18,0,0,1,1030.0,0.0,4,-1
18,0,0,1,1020.0,1.0,2,-1
19,0,0,1,980.0,1.0,2,-1
18,0,0,1,1150.0,1.0,2,-1
18,1,0,1,1080.0,1.0,2,-1
19,0,0,1,1100.0,0.0,2,-1
19,0,0,1,1200.0,1.0,4,-1
18,0,0,1,1100.0,1.0,2,-1
18,1,0,1,1240.0,0.0,2,1
20,0,0,1,1150.0,0.0,2,-1
18,0,0,1,1110.0,0.0,4,3
18,1,0,1,1150.0,0.0,2,-1
18,1,0,1,1150.0,1.0,2,-1
18,1,0,0,1090.0,1.0,2,3
18,0,0,1,1240.0,1.0,2,-1
18,0,0,1,1120.0,0.0,4,-1
18,0,0,1,1080.0,1.0,2,-1
19,1,0,1,1230.0,1.0,2,-1
18,1,0,1,1170.0,1.0,4,-1
19,0,0,1,1160.0,1.0,2,-1
19,0,0,1,1190.0,0.0,4,3
18,0,0,1,1230.0,1.0,6,-1
18,0,0,1,1170.0,1.0,4,-1
17,0,0,1,980.0,0.0,4,-1
18,0,0,1,1130.0,1.0,4,-1
18,0,0,1,1130.0,1.0,2,-1
18,0,0,1,1230.0,0.0,4,-1
18,1,0,1,1220.0,1.0,2,-1
18,0,0,1,1240.0,1.0,4,-1
18,1,0,0,1090.0,1.0,2,-1
18,1,0,1,1010.0,1.0,2,3
18,1,0,1,1150.0,1.0,4,-1
18,0,0,1,1090.0,0.0,2,3
19,0,0,1,1050.0,0.0,2,-1
18,1,0,1,1060.0,1.0,4,-1
17,0,0,1,1190.0,0.0,5,-1
18,0,0,1,1190.0,1.0,2,-1
18,1,0,1,970.0,0.0,2,-1
18,1,0,1,1140.0,1.0,2,-1
18,1,0,1,1180.0,1.0,2,-1
18,0,0,1,1100.0,0.0,2,-1
18,1,0,1,980.0,1.0,2,-1
18,1,0,1,1040.0,1.0,4,-1
18,1,0,1,1110.0,1.0,2,5
17,1,0,1,1070.0,1.0,2,-1
18,1,0,1,1060.0,0.0,4,-1
18,0,0,1,1130.0,1.0,2,5
19,0,0,1,1010.0,1.0,4,5
18,1,0,1,1210.0,0.0,4,-1
18,1,0,1,0.0,1.0,4,-1
20,1,1,1,1150.0,1.0,-1,-1
18,1,1,1,1100.0,1.0,-1,-1
18,1,0,1,1100.0,0.0,4,-1
18,1,0,1,1130.0,1.0,4,-1
18,0,0,1,1270.0,0.0,4,-1
20,1,0,1,1200.0,1.0,5,-1
20,0,0,1,1230.0,0.0,2,4
21,0,0,1,1210.0,0.0,2,4
20,1,0,1,1200.0,1.0,4,1
19,0,0,1,910.0,0.0,2,3
20,1,0,1,880.0,0.0,4,-1
20,1,0,0,860.0,1.0,2,-1
20,0,1,1,1220.0,0.0,-1,-1
21,0,0,1,1070.0,0.0,2,-1
19,1,0,0,0.0,1.0,1,-1
20,0,0,1,0.0,1.0,4,-1
20,0,0,1,1200.0,0.0,2,-1
18,1,0,1,1100.0,1.0,4,-1
19,1,1,0,1080.0,1.0,-1,-1
19,1,1,1,1230.0,1.0,-1,-1
19,0,0,1,1250.0,1.0,4,-1
19,1,0,1,970.0,1.0,4,-1
19,1,0,1,1000.0,0.0,2,-1
18,0,1,0,1060.0,1.0,-1,-1
18,0,0,1,1310.0,1.0,2,4
19,1,0,1,990.0,1.0,7,-1
19,0,0,1,1100.0,0.0,2,-1
18,1,0,1,1190.0,1.0,2,-1
19,1,0,1,1170.0,1.0,4,-1
19,1,0,1,1190.0,1.0,3,-1
19,1,0,1,1050.0,1.0,2,-1
19,0,0,1,1150.0,1.0,2,-1
19,0,0,1,1300.0,1.0,2,4
19,0,0,1,1230.0,0.0,2,4
19,0,0,1,1140.0,0.0,2,4
19,1,0,1,1110.0,1.0,2,4
19,1,0,1,1170.0,1.0,2,4
19,1,0,1,1200.0,1.0,4,4
19,1,0,1,1210.0,1.0,2,-1
19,1,0,0,1050.0,0.0,4,-1
20,0,0,1,1310.0,0.0,2,4
19,0,0,1,1230.0,1.0,2,4
19,0,0,1,1180.0,1.0,2,6
18,1,0,1,1130.0,1.0,4,6
18,0,0,1,1230.0,1.0,4,6
18,0,0,1,1290.0,1.0,4,2
19,0,0,1,1290.0,1.0,2,2
18,1,0,1,1160.0,1.0,7,-1
19,0,0,1,1160.0,0.0,4,-1
19,1,0,1,1040.0,0.0,2,0
19,1,0,1,1150.0,1.0,2,-1
18,0,0,0,1050.0,1.0,4,-1
18,0,0,1,1200.0,0.0,2,0
19,1,0,0,1040.0,0.0,2,0
19,1,0,1,1110.0,0.0,7,-1
18,1,0,1,1050.0,0.0,4,-1
19,1,0,1,1060.0,0.0,2,-1
19,0,0,1,1300.0,1.0,2,0
19,1,0,1,950.0,1.0,2,0
19,1,0,1,1120.0,0.0,4,-1
19,0,0,0,1140.0,1.0,4,-1
19,0,0,1,1300.0,0.0,4,-1
19,1,0,1,1200.0,1.0,4,1
19,0,0,1,1140.0,0.0,4,1
19,0,0,1,1050.0,1.0,4,1
18,1,0,1,1130.0,0.0,2,-1
19,0,0,1,1180.0,1.0,2,3
18,0,0,1,1170.0,0.0,2,-1
18,1,0,1,1090.0,1.0,4,-1
19,0,0,1,1120.0,1.0,4,3
18,0,0,1,1210.0,1.0,4,-1
19,1,0,1,1030.0,1.0,4,-1
18,0,0,1,1210.0,1.0,4,-1
19,1,0,0,1030.0,1.0,2,-1
19,0,0,0,1150.0,0.0,2,5
19,0,0,1,1220.0,1.0,2,-1
19,0,0,1,1040.0,1.0,4,-1
19,1,0,1,1050.0,0.0,4,-1
19,1,0,1,1170.0,1.0,4,-1
18,0,0,1,1090.0,0.0,7,-1
18,0,0,1,1090.0,1.0,7,-1
19,0,0,1,1110.0,1.0,4,-1
18,1,0,1,1070.0,1.0,2,-1
19,0,0,1,1150.0,0.0,2,5
18,0,0,1,1080.0,1.0,2,-1
18,1,0,1,1000.0,0.0,2,5
18,1,0,1,1180.0,1.0,4,-1
19,1,0,1,1030.0,0.0,2,5
19,1,0,1,1210.0,1.0,4,3
19,0,0,1,960.0,0.0,7,-1
18,1,0,1,1210.0,1.0,4,-1
19,0,1,1,1110.0,0.0,-1,-1
19,0,0,1,1170.0,1.0,2,-1
18,1,0,1,1150.0,1.0,4,-1
18,0,0,0,1180.0,1.0,7,-1
20,0,0,1,980.0,1.0,2,-1
19,1,0,1,1240.0,0.0,2,1
21,0,0,1,1150.0,0.0,2,-1
19,0,0,1,1110.0,0.0,4,3
19,1,0,1,1150.0,0.0,2,-1
19,1,0,0,1090.0,1.0,2,3
18,0,0,1,1120.0,0.0,4,-1
19,0,0,1,1080.0,1.0,2,-1
20,0,0,1,1190.0,0.0,4,3
18,0,0,1,1170.0,1.0,4,-1
18,0,0,1,1130.0,1.0,2,-1
18,0,0,1,1230.0,0.0,4,-1
19,0,0,1,1240.0,1.0,4,-1
19,1,0,0,1090.0,1.0,2,-1
19,1,0,1,1010.0,1.0,2,3
19,0,0,1,1090.0,0.0,2,3
19,0,0,1,1050.0,0.0,2,-1
18,0,0,1,1190.0,0.0,5,-1
19,0,0,1,1190.0,1.0,2,-1
19,0,0,1,1100.0,0.0,2,-1
18,1,0,1,1070.0,1.0,2,-1
19,1,0,1,1060.0,0.0,4,-1
19,1,0,1,1210.0,0.0,4,-1
19,1,0,0,1100.0,0.0,2,1
18,1,0,1,0.0,1.0,6,-1
19,1,0,1,0.0,1.0,6,-1
19,1,1,0,1010.0,1.0,-1,-1
19,1,1,1,1100.0,1.0,-1,-1
17,1,0,1,1210.0,1.0,2,-1
17,1,0,1,1120.0,1.0,2,1
17,0,0,1,1050.0,1.0,4,-1
18,1,1,1,1190.0,1.0,-1,-1
18,0,0,1,1440.0,1.0,2,4
17,0,1,1,1170.0,1.0,-1,-1
17,1,0,1,1290.0,1.0,6,-1
18,0,0,1,1440.0,1.0,4,-1
18,1,0,1,1120.0,1.0,4,-1
18,1,0,1,1140.0,1.0,4,-1
17,1,0,1,1120.0,1.0,4,-1
18,1,0,1,1220.0,1.0,6,-1
18,1,0,1,1220.0,1.0,2,-1
17,0,0,1,1290.0,1.0,2,-1
17,1,0,1,1290.0,1.0,2,4
17,1,0,1,1140.0,1.0,4,-1
18,1,0,1,1030.0,0.0,2,-1
17,1,0,1,1310.0,1.0,3,-1
18,1,0,1,1160.0,1.0,4,2
17,0,0,1,1330.0,1.0,4,-1
17,1,0,1,970.0,1.0,2,-1
17,1,0,1,1270.0,1.0,4,2
18,0,0,1,1190.0,1.0,4,-1
18,0,0,1,1030.0,1.0,2,5
18,0,0,1,1050.0,0.0,4,-1
18,1,0,1,1190.0,1.0,2,-1
17,0,0,1,1240.0,1.0,4,-1
18,1,0,1,1310.0,1.0,2,-1
18,1,0,1,1210.0,1.0,6,-1
18,0,0,1,1070.0,1.0,4,-1
18,1,0,1,1260.0,1.0,2,4
18,1,0,1,1190.0,1.0,2,-1
17,1,0,1,1050.0,1.0,4,-1
18,0,1,1,1130.0,1.0,-1,-1
18,1,0,1,1010.0,1.0,4,-1
17,1,0,1,1270.0,1.0,2,4
18,1,0,1,1170.0,1.0,7,-1
17,1,0,1,1230.0,1.0,2,4
17,1,0,1,1340.0,1.0,2,4
18,1,0,1,1200.0,1.0,7,-1
18,0,0,1,1290.0,1.0,2,2
18,1,0,1,1210.0,1.0,4,2
18,1,0,1,1190.0,1.0,2,-1
18,1,0,1,1240.0,1.0,2,-1
17,1,0,1,1220.0,1.0,4,-1
17,1,0,1,1100.0,1.0,2,-1
18,0,1,1,1220.0,1.0,-1,6
18,1,0,1,1250.0,1.0,7,-1
17,1,0,1,1100.0,1.0,7,-1
17,1,0,1,1120.0,1.0,2,6
17,0,0,1,1130.0,1.0,2,6
17,0,0,1,1230.0,1.0,2,6
18,0,0,1,1230.0,1.0,4,6
17,0,0,1,1260.0,1.0,2,6
18,1,0,1,1040.0,1.0,2,1
18,0,0,1,1240.0,1.0,2,1
19,1,0,1,1100.0,0.0,4,-1
18,1,0,1,1410.0,1.0,2,4
18,0,0,1,1230.0,1.0,3,-1
18,0,0,1,1270.0,1.0,4,-1
18,0,1,1,1260.0,1.0,-1,-1
18,0,0,1,1250.0,1.0,2,4
18,1,0,1,1030.0,1.0,2,-1
18,1,0,1,1120.0,1.0,2,-1
17,0,0,1,1260.0,1.0,2,4
18,0,0,1,1260.0,0.0,2,4
49,0,0,1,1150.0,1.0,4,4
18,0,0,1,1080.0,0.0,2,5
17,1,0,1,1320.0,1.0,2,-1
18,0,0,1,1150.0,1.0,2,-1
18,1,0,1,1140.0,1.0,2,4
18,0,0,1,1200.0,1.0,4,-1
17,1,0,1,1250.0,1.0,4,-1
18,1,0,1,1250.0,1.0,2,4
18,0,0,1,1200.0,1.0,2,4
18,1,0,1,950.0,1.0,4,-1
18,0,0,1,1150.0,1.0,2,4
18,1,0,1,1180.0,1.0,2,4
18,1,0,1,1180.0,1.0,2,-1
18,1,0,1,1250.0,1.0,4,-1
17,0,0,1,1190.0,0.0,4,-1
18,1,0,1,1260.0,1.0,2,-1
19,0,0,1,1120.0,1.0,2,-1
18,1,0,1,1170.0,0.0,2,-1
18,0,0,1,1230.0,1.0,4,-1
19,1,1,0,1230.0,1.0,-1,-1
17,1,0,1,1100.0,1.0,7,-1
17,0,0,1,1100.0,1.0,2,0
18,1,0,1,1180.0,1.0,2,0
18,0,0,1,1210.0,1.0,2,0
18,1,1,1,1080.0,1.0,-1,-1
18,0,0,1,1170.0,1.0,2,0
17,0,0,1,1220.0,0.0,2,0
17,0,0,1,1190.0,0.0,2,-1
18,0,0,1,1090.0,1.0,2,-1
18,1,0,1,1100.0,1.0,2,0
17,1,0,1,1240.0,1.0,2,0
18,0,0,1,1050.0,0.0,2,0
18,0,0,1,1130.0,1.0,4,0
18,1,0,1,1210.0,1.0,2,0
18,1,0,1,1010.0,1.0,2,0
17,1,1,1,1180.0,1.0,-1,-1
17,1,0,1,1250.0,1.0,4,-1
19,0,0,1,1270.0,0.0,4,-1
17,0,0,1,1270.0,0.0,2,-1
18,0,0,1,1200.0,1.0,4,-1
18,1,0,1,1270.0,1.0,2,-1
17,1,0,1,1180.0,1.0,4,-1
17,1,0,1,1310.0,0.0,6,-1
18,0,0,1,1180.0,0.0,2,-1
18,0,0,1,1290.0,1.0,2,-1
18,0,0,1,1300.0,0.0,2,3
18,0,0,1,1320.0,1.0,4,3
17,0,0,1,1230.0,1.0,2,-1
17,0,0,1,1250.0,1.0,4,-1
18,0,0,1,1160.0,0.0,4,-1
18,0,0,1,1240.0,1.0,4,-1
18,0,1,1,1250.0,0.0,-1,-1
18,0,1,1,1040.0,0.0,-1,-1
18,1,0,1,1250.0,1.0,4,-1
17,1,0,1,1220.0,1.0,4,-1
17,0,0,1,1250.0,1.0,4,-1
17,1,0,1,1240.0,1.0,2,-1
18,1,0,1,1000.0,0.0,2,-1
18,1,0,1,1210.0,1.0,4,-1
18,0,0,1,1200.0,1.0,4,-1
18,0,0,1,1260.0,1.0,4,-1
17,1,0,1,1220.0,1.0,4,-1
18,0,0,1,1230.0,1.0,4,-1
18,0,0,1,1190.0,0.0,4,-1
18,0,0,1,1180.0,1.0,4,-1
17,1,0,1,1220.0,1.0,4,-1
18,1,0,1,1010.0,1.0,4,-1
18,1,0,1,1100.0,1.0,2,3
18,0,0,1,1200.0,1.0,2,0
18,1,0,1,1230.0,1.0,2,0
17,0,0,1,1210.0,1.0,2,3
18,1,0,1,1110.0,0.0,2,3
18,0,0,1,1100.0,1.0,2,-1
18,1,0,1,1150.0,1.0,4,-1
17,0,0,1,1130.0,1.0,2,-1
18,1,0,1,1210.0,1.0,4,-1
18,0,0,1,1160.0,0.0,4,-1
18,1,0,1,1160.0,1.0,4,-1
18,0,0,1,1220.0,1.0,4,3
17,1,0,1,1080.0,1.0,2,-1
18,1,0,1,1240.0,1.0,7,-1
18,1,0,1,1160.0,1.0,2,-1
18,0,0,1,1240.0,1.0,4,-1
18,0,0,1,1230.0,0.0,4,-1
18,0,0,1,1220.0,1.0,4,-1
18,0,0,1,1150.0,0.0,4,-1
17,0,0,1,1190.0,1.0,4,-1
17,1,0,1,1110.0,1.0,2,-1
17,1,0,1,1150.0,1.0,2,3
18,0,0,1,1140.0,1.0,2,3
18,1,0,1,1060.0,1.0,2,3
18,1,0,1,1200.0,1.0,2,5
17,0,0,1,1220.0,1.0,2,-1
18,1,0,1,1100.0,1.0,4,-1
17,1,0,1,1260.0,1.0,7,-1
18,1,0,1,1200.0,1.0,4,-1
18,0,0,1,1170.0,1.0,2,-1
18,0,0,1,1140.0,1.0,2,-1
18,0,0,1,1330.0,0.0,4,-1
17,1,1,1,1030.0,1.0,-1,-1
18,1,0,1,1010.0,1.0,2,5
18,0,0,1,1110.0,0.0,4,-1
17,1,0,1,1090.0,0.0,4,3
18,0,0,1,1140.0,1.0,4,-1
19,0,0,1,1130.0,0.0,2,-1
18,1,0,1,1130.0,1.0,2,5
18,1,0,1,1020.0,1.0,4,5
17,0,0,1,1080.0,1.0,4,-1
17,0,0,1,1130.0,0.0,2,4
17,1,0,1,1290.0,1.0,7,-1
18,0,0,1,1110.0,1.0,4,-1
18,1,0,1,1030.0,1.0,4,-1
18,1,0,1,1210.0,0.0,5,-1
18,1,0,1,1160.0,1.0,4,-1
18,1,0,1,1120.0,1.0,2,-1
17,1,0,1,1170.0,1.0,4,-1
18,0,0,1,1280.0,0.0,2,3
17,1,0,1,1180.0,1.0,2,-1
17,1,0,1,1130.0,1.0,2,-1
18,1,0,1,1190.0,1.0,6,-1
18,0,0,1,1170.0,1.0,4,-1
18,0,0,1,1150.0,1.0,4,-1
18,0,0,1,1040.0,1.0,2,6
17,1,1,1,1280.0,1.0,-1,-1
18,0,0,1,1360.0,1.0,4,3
17,1,0,1,1070.0,1.0,2,-1
17,0,0,1,1440.0,1.0,4,-1
18,1,0,1,1250.0,1.0,4,-1
17,1,0,1,1180.0,1.0,4,-1
17,1,0,1,1130.0,1.0,2,-1
17,0,1,1,1200.0,1.0,-1,-1
17,0,0,1,1170.0,0.0,4,-1
18,0,0,1,1160.0,1.0,4,-1
17,0,0,1,1110.0,1.0,4,-1
18,0,0,1,1120.0,1.0,4,-1
18,1,0,1,1240.0,1.0,4,-1
17,0,0,1,1200.0,1.0,4,-1
18,0,0,1,1190.0,1.0,2,-1
17,0,0,1,1030.0,1.0,2,5
18,1,0,1,1100.0,1.0,2,-1
17,1,1,1,1200.0,1.0,-1,-1
17,0,0,1,1190.0,1.0,4,-1
18,1,0,1,1220.0,1.0,4,-1
18,0,0,1,1160.0,1.0,2,-1
17,0,0,1,1220.0,1.0,2,-1
18,0,1,1,1120.0,0.0,-1,-1
18,1,0,1,1200.0,1.0,2,-1
18,1,0,1,1120.0,0.0,2,-1
17,1,0,1,1110.0,0.0,2,3
17,1,0,1,1100.0,1.0,2,-1
17,0,0,1,1140.0,1.0,2,-1
17,0,0,1,1300.0,1.0,3,-1
18,1,0,1,1120.0,0.0,2,-1
18,1,0,1,1150.0,1.0,4,-1
17,0,0,1,1120.0,0.0,4,-1
18,1,0,1,1170.0,0.0,2,-1
17,0,0,1,1170.0,1.0,2,-1
17,1,0,1,1240.0,1.0,2,-1
18,0,0,1,1160.0,0.0,4,-1
19,1,1,1,1120.0,1.0,-1,-1
20,0,0,1,1230.0,0.0,2,4
21,0,0,1,1070.0,0.0,2,-1
20,0,0,1,1200.0,0.0,2,-1
19,0,1,0,1060.0,1.0,-1,-1
19,1,0,0,1040.0,0.0,2,0
19,0,0,1,1300.0,1.0,2,0
20,0,0,1,1300.0,0.0,4,-1
19,0,0,1,1140.0,0.0,4,1
19,0,0,1,1120.0,1.0,2,3
19,1,0,0,1030.0,1.0,2,-1
20,0,0,0,1150.0,0.0,2,5
19,0,0,1,1090.0,0.0,7,-1
19,0,0,1,960.0,0.0,7,-1
21,0,0,1,1150.0,0.0,2,-1
18,0,0,1,980.0,0.0,4,-1
19,0,0,1,1230.0,0.0,4,-1
19,1,0,0,1090.0,1.0,2,-1
19,0,0,1,1130.0,1.0,3,-1
19,1,0,1,0.0,1.0,6,-1
19,1,0,1,0.0,1.0,6,-1
19,1,1,0,1010.0,1.0,-1,-1
19,1,1,1,1100.0,1.0,-1,-1
18,1,0,1,1210.0,1.0,2,-1
18,0,0,1,1260.0,1.0,3,-1
18,1,0,1,1120.0,1.0,2,1
17,0,0,1,1050.0,1.0,4,-1
18,1,1,1,1190.0,1.0,-1,-1
18,0,0,1,1440.0,1.0,2,4
18,1,1,1,1300.0,1.0,-1,-1
18,0,1,1,1170.0,1.0,-1,-1
18,1,0,1,1290.0,1.0,6,-1
18,0,0,1,1440.0,1.0,4,-1
18,1,0,1,1120.0,1.0,4,-1
18,1,0,1,1140.0,1.0,4,-1
18,1,0,1,1120.0,1.0,4,-1
18,1,0,1,1220.0,1.0,6,-1
18,0,0,1,1220.0,0.0,2,-1
18,1,0,1,1220.0,1.0,2,-1
18,0,1,1,1310.0,1.0,-1,-1
18,0,0,1,1290.0,1.0,2,-1
18,1,0,1,1290.0,1.0,2,4
18,1,0,1,1140.0,1.0,4,-1
18,1,0,1,1030.0,0.0,2,-1
18,1,0,1,1310.0,1.0,3,-1
18,1,0,1,1160.0,1.0,4,2
18,0,0,1,1330.0,1.0,4,-1
18,1,0,1,970.0,1.0,2,-1
18,1,0,1,1270.0,1.0,4,2
18,0,0,1,1190.0,1.0,4,-1
18,0,0,1,1330.0,1.0,2,5
18,0,0,1,1030.0,1.0,2,5
18,1,0,1,1190.0,1.0,2,-1
18,0,0,1,1240.0,1.0,4,-1
18,1,0,1,1310.0,1.0,2,-1
18,1,0,1,1210.0,1.0,6,-1
18,0,0,1,1070.0,1.0,4,-1
19,1,0,1,1260.0,1.0,2,4
18,1,0,1,1190.0,1.0,2,-1
18,1,0,1,1050.0,1.0,4,-1
19,0,1,1,1130.0,1.0,-1,-1
18,1,0,1,1010.0,1.0,4,-1
18,1,0,1,1270.0,1.0,2,4
18,1,0,1,1170.0,1.0,7,-1
18,1,0,1,1230.0,1.0,2,4
18,1,0,1,1340.0,1.0,2,4
18,0,0,1,1040.0,1.0,4,-1
18,1,0,1,1200.0,1.0,7,-1
18,0,0,1,1290.0,1.0,2,2
18,1,0,1,1210.0,1.0,4,2
18,1,0,1,1190.0,1.0,2,-1
18,1,0,1,1240.0,1.0,2,-1
18,1,0,1,1100.0,1.0,2,-1
18,0,1,1,1220.0,1.0,-1,6
18,1,0,1,1250.0,1.0,7,-1
18,1,0,1,1100.0,1.0,7,-1
18,1,0,1,1220.0,1.0,2,4
18,1,0,1,1120.0,1.0,2,6
18,0,0,1,1130.0,1.0,2,6
18,0,0,1,1230.0,1.0,2,6
18,0,0,1,1260.0,1.0,2,6
18,1,0,1,1040.0,1.0,2,1
18,0,0,1,1240.0,1.0,2,1
19,1,0,1,1100.0,0.0,4,-1
18,1,0,1,1410.0,1.0,2,4
18,0,0,1,1270.0,1.0,4,-1
18,0,1,1,1260.0,1.0,-1,-1
18,0,0,1,1250.0,1.0,2,4
18,1,0,1,1030.0,1.0,2,-1
18,1,0,1,1120.0,1.0,2,-1
18,1,0,1,1260.0,1.0,2,4
18,0,0,1,1260.0,1.0,2,4
18,0,0,1,1260.0,0.0,2,4
50,0,0,1,1150.0,1.0,4,4
18,0,0,1,1080.0,0.0,2,5
18,1,0,1,1320.0,1.0,2,-1
18,0,0,1,1150.0,1.0,2,-1
18,1,0,1,1140.0,1.0,2,4
18,0,0,1,1200.0,1.0,4,-1
18,0,0,1,1200.0,1.0,2,4
18,1,0,1,1250.0,1.0,4,-1
18,0,0,1,1240.0,1.0,2,4
18,1,0,1,1250.0,1.0,2,4
18,0,0,1,1200.0,1.0,2,4
18,1,0,1,950.0,1.0,4,-1
18,0,0,1,1150.0,1.0,2,4
18,1,0,1,1180.0,1.0,2,4
18,1,0,1,1180.0,1.0,2,-1
19,1,0,1,1250.0,1.0,4,-1
18,0,0,1,1190.0,0.0,4,-1
18,1,0,1,1260.0,1.0,2,-1
18,0,0,1,1250.0,1.0,4,-1
20,0,0,1,1120.0,1.0,2,-1
18,1,0,1,1170.0,0.0,2,-1
18,0,0,1,1230.0,1.0,4,-1
19,1,1,0,1230.0,1.0,-1,-1
18,1,0,1,1100.0,1.0,7,-1
18,0,0,1,1100.0,1.0,2,0
18,1,0,1,1180.0,1.0,2,0
18,0,0,1,1210.0,1.0,2,0
18,1,1,1,1080.0,1.0,-1,-1
18,0,0,1,1170.0,1.0,2,0
18,0,0,1,1220.0,0.0,2,0
18,0,0,1,1190.0,0.0,2,-1
18,1,0,0,1200.0,1.0,6,-1
18,0,0,1,1090.0,1.0,2,-1
18,1,0,1,1100.0,1.0,2,0
18,0,0,0,1190.0,1.0,2,0
18,0,0,1,1050.0,0.0,2,0
18,0,0,1,1130.0,1.0,4,0
18,1,0,1,1210.0,1.0,2,0
18,1,0,1,1010.0,1.0,2,0
18,1,1,1,1180.0,1.0,-1,-1
18,1,0,1,1250.0,1.0,4,-1
19,0,0,1,1270.0,0.0,4,-1
18,0,0,1,1270.0,0.0,2,-1
18,0,0,1,1200.0,1.0,4,-1
18,1,0,1,1270.0,1.0,2,-1
18,1,0,1,1180.0,1.0,4,-1
18,1,0,1,1310.0,0.0,6,-1
18,0,0,1,1290.0,1.0,2,-1
18,0,0,1,1300.0,0.0,2,3
19,0,0,1,1320.0,1.0,4,3
18,1,0,1,850.0,1.0,4,-1
18,0,0,1,1230.0,1.0,2,-1
18,0,0,1,1250.0,1.0,4,-1
18,0,0,1,1160.0,0.0,4,-1
19,0,0,1,1240.0,1.0,4,-1
18,0,1,1,1250.0,0.0,-1,-1
19,0,1,1,1040.0,0.0,-1,-1
18,1,0,1,1250.0,1.0,4,-1
18,1,0,1,1220.0,1.0,4,-1
18,0,0,1,1250.0,1.0,4,-1
18,1,0,1,1240.0,1.0,2,-1
18,1,0,1,1000.0,0.0,2,-1
18,0,0,1,1060.0,0.0,4,-1
18,1,0,1,1210.0,1.0,4,-1
18,0,0,1,1200.0,1.0,4,-1
18,0,0,1,1260.0,1.0,4,-1
18,1,0,1,1220.0,1.0,4,-1
18,0,0,1,1230.0,1.0,4,-1
18,0,0,1,1190.0,0.0,4,-1
18,0,0,1,1180.0,1.0,4,-1
18,1,0,1,1130.0,1.0,3,-1
18,1,0,1,1220.0,1.0,4,-1
18,1,0,1,1010.0,1.0,4,-1
18,0,0,1,1200.0,1.0,2,0
18,1,0,1,1230.0,1.0,2,0
18,0,0,1,1210.0,1.0,2,3
18,1,0,1,1110.0,0.0,2,3
18,0,0,1,1100.0,1.0,2,-1
18,1,0,1,1150.0,1.0,4,-1
18,1,0,0,1050.0,1.0,2,0
18,0,0,1,1130.0,1.0,2,-1
18,0,0,1,1000.0,1.0,4,3
18,1,0,1,1210.0,1.0,4,-1
19,0,0,1,1160.0,0.0,4,-1
18,1,0,1,1160.0,1.0,4,-1
19,0,0,1,1220.0,1.0,4,3
18,1,0,1,1080.0,1.0,2,-1
18,1,0,1,1240.0,1.0,7,-1
18,1,0,1,1160.0,1.0,2,-1
18,0,0,1,1130.0,1.0,4,-1
18,0,0,1,1240.0,1.0,4,-1
18,0,0,1,1230.0,0.0,4,-1
18,0,0,1,1220.0,1.0,4,-1
18,0,0,1,1150.0,0.0,4,-1
18,0,0,1,1190.0,1.0,4,-1
18,1,0,1,1110.0,1.0,2,-1
18,0,0,0,1090.0,1.0,2,3
18,1,0,1,1150.0,1.0,2,3
